TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,TokenContractAddress,Type,TokenSymbol,TokensTransferred,TransactionFee,Status,ErrCode
0xe32d5fc4492db2549a1abb9417405bdddc306330006fe8739e797b07850ed4fc,9821667,2024-07-01 05:15:17.000000Z,0xb3d98dd918a6cec01F661702A7feB40178Abd756,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2801204934162,5127494978923,ok,
0xe32d5fc4492db2549a1abb9417405bdddc306330006fe8739e797b07850ed4fc,9821667,2024-07-01 05:15:17.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0000000000000000000000000000000000000000,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2801204934162,5127494978923,ok,
0xe32d5fc4492db2549a1abb9417405bdddc306330006fe8739e797b07850ed4fc,9821667,2024-07-01 05:15:17.000000Z,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,2896717369652,5127494978923,ok,
0xe32d5fc4492db2549a1abb9417405bdddc306330006fe8739e797b07850ed4fc,9821667,2024-07-01 05:15:17.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,2896717369652,5127494978923,ok,
0x57a91377fad45cf4d44ce52778b3a442a6c6b9dabeb89327530b0e4303b5892b,9834525,2024-07-01 12:23:53.000000Z,0x161D61e30284A33Ab1ed227beDcac6014877B3DE,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,165625818072,6689587018538,ok,
0x57a91377fad45cf4d44ce52778b3a442a6c6b9dabeb89327530b0e4303b5892b,9834525,2024-07-01 12:23:53.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0000000000000000000000000000000000000000,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,165625818072,6689587018538,ok,
0x57a91377fad45cf4d44ce52778b3a442a6c6b9dabeb89327530b0e4303b5892b,9834525,2024-07-01 12:23:53.000000Z,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,171273146859,6689587018538,ok,
0x57a91377fad45cf4d44ce52778b3a442a6c6b9dabeb89327530b0e4303b5892b,9834525,2024-07-01 12:23:53.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,171273146859,6689587018538,ok,
0xcdacbcfd6a5310c64a27c4244cf7b7cb786f8cbb934a1ce708eda3ff051d5d77,9951811,2024-07-04 05:33:25.000000Z,0x651C636fC2adbB79fB2c8FBb1Cf3A6F76ff1fDd9,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,34458065103154,1723896701973,ok,
0xcdacbcfd6a5310c64a27c4244cf7b7cb786f8cbb934a1ce708eda3ff051d5d77,9951811,2024-07-04 05:33:25.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0000000000000000000000000000000000000000,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,34458065103154,1723896701973,ok,
0xcdacbcfd6a5310c64a27c4244cf7b7cb786f8cbb934a1ce708eda3ff051d5d77,9951811,2024-07-04 05:33:25.000000Z,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,35698873745667,1723896701973,ok,
0xcdacbcfd6a5310c64a27c4244cf7b7cb786f8cbb934a1ce708eda3ff051d5d77,9951811,2024-07-04 05:33:25.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,35698873745667,1723896701973,ok,
0xc6901eef84d6d2a45de610b00a72326f40f9178b915bb9e6e375e7ba8c171016,9992380,2024-07-05 04:05:43.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,4618778968412,16864343784540,ok,
0xc6901eef84d6d2a45de610b00a72326f40f9178b915bb9e6e375e7ba8c171016,9992380,2024-07-05 04:05:43.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,4618778968412,16864343784540,ok,
0xc6901eef84d6d2a45de610b00a72326f40f9178b915bb9e6e375e7ba8c171016,9992380,2024-07-05 04:05:43.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4454555816888,16864343784540,ok,
0xc6901eef84d6d2a45de610b00a72326f40f9178b915bb9e6e375e7ba8c171016,9992380,2024-07-05 04:05:43.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCA6Ff42933C0c76e9Ae059b495476fad3E366494,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4454555816888,16864343784540,ok,
0x42f92e6a28f472a94625c1d7729cac331aa45fbe95021c04a58c55883e17f68a,9999239,2024-07-05 07:54:21.000000Z,0xEd27dfEb1B169771f2432a97A476FDcCE2A2BfDc,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,373000109099,11582953432071,ok,
0x42f92e6a28f472a94625c1d7729cac331aa45fbe95021c04a58c55883e17f68a,9999239,2024-07-05 07:54:21.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0000000000000000000000000000000000000000,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,373000109099,11582953432071,ok,
0x42f92e6a28f472a94625c1d7729cac331aa45fbe95021c04a58c55883e17f68a,9999239,2024-07-05 07:54:21.000000Z,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,386751256453,11582953432071,ok,
0x42f92e6a28f472a94625c1d7729cac331aa45fbe95021c04a58c55883e17f68a,9999239,2024-07-05 07:54:21.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,386751256453,11582953432071,ok,
0x62427d30ba75db3a96b1e6e72a2a124598de1ce3e8ac15da39e932ebb77b63d8,10106121,2024-07-07 19:17:05.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,163804645989,660853939989,ok,
0x62427d30ba75db3a96b1e6e72a2a124598de1ce3e8ac15da39e932ebb77b63d8,10106121,2024-07-07 19:17:05.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,163804645989,660853939989,ok,
0x62427d30ba75db3a96b1e6e72a2a124598de1ce3e8ac15da39e932ebb77b63d8,10106121,2024-07-07 19:17:05.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,157763213574,660853939989,ok,
0x62427d30ba75db3a96b1e6e72a2a124598de1ce3e8ac15da39e932ebb77b63d8,10106121,2024-07-07 19:17:05.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x66786Bf7173A6C4b276906002Df82B1F6C333CcA,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,157763213574,660853939989,ok,
0x90e1c4c74d39b4d56471bb59df6b185a6d96a289a603adcc95b0ae09a3788d63,10106464,2024-07-07 19:28:31.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,9278003728580,1869329397377,ok,
0x90e1c4c74d39b4d56471bb59df6b185a6d96a289a603adcc95b0ae09a3788d63,10106464,2024-07-07 19:28:31.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,9278003728580,1869329397377,ok,
0x90e1c4c74d39b4d56471bb59df6b185a6d96a289a603adcc95b0ae09a3788d63,10106464,2024-07-07 19:28:31.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,8935775627829,1869329397377,ok,
0x90e1c4c74d39b4d56471bb59df6b185a6d96a289a603adcc95b0ae09a3788d63,10106464,2024-07-07 19:28:31.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x14a0f37ff75ec9aE8f8f128C9A7F09ae39E4D78f,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,8935775627829,1869329397377,ok,
0xa5aadd3fbaa425d474efe2d36743e32098b9727a7c1fc4140bc8d1b85d830b34,10107984,2024-07-07 20:19:11.000000Z,0x31B22FB973E179B33622455DCc702058F5d8C92F,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,1393365645030,8109213818447,ok,
0xa5aadd3fbaa425d474efe2d36743e32098b9727a7c1fc4140bc8d1b85d830b34,10107984,2024-07-07 20:19:11.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,1393365645030,8109213818447,ok,
0xa5aadd3fbaa425d474efe2d36743e32098b9727a7c1fc4140bc8d1b85d830b34,10107984,2024-07-07 20:19:11.000000Z,0x0000000000000000000000000000000000000000,0x31B22FB973E179B33622455DCc702058F5d8C92F,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,1341945154106,8109213818447,ok,
0xc4058b1f218a65e0460265c99f04731e82634baa98960e065a01c57889ae0f7f,10110757,2024-07-07 21:51:37.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,189902476172,11317604473553,ok,
0xc4058b1f218a65e0460265c99f04731e82634baa98960e065a01c57889ae0f7f,10110757,2024-07-07 21:51:37.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,189902476172,11317604473553,ok,
0xc4058b1f218a65e0460265c99f04731e82634baa98960e065a01c57889ae0f7f,10110757,2024-07-07 21:51:37.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,182888205627,11317604473553,ok,
0xc4058b1f218a65e0460265c99f04731e82634baa98960e065a01c57889ae0f7f,10110757,2024-07-07 21:51:37.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x207e5082cFB9Ba017f6095A654c3dB74963d14A9,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,182888205627,11317604473553,ok,
0x8f8129db4d2938e8552577557f580a78053f03c401af670ea8f52cd697c18f9e,10110787,2024-07-07 21:52:37.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,160217258616,10233447964307,ok,
0x8f8129db4d2938e8552577557f580a78053f03c401af670ea8f52cd697c18f9e,10110787,2024-07-07 21:52:37.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,160217258616,10233447964307,ok,
0x8f8129db4d2938e8552577557f580a78053f03c401af670ea8f52cd697c18f9e,10110787,2024-07-07 21:52:37.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,154299390276,10233447964307,ok,
0x8f8129db4d2938e8552577557f580a78053f03c401af670ea8f52cd697c18f9e,10110787,2024-07-07 21:52:37.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x207e5082cFB9Ba017f6095A654c3dB74963d14A9,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,154299390276,10233447964307,ok,
0xa5faace9dd306d4e026b1ba3eb7cb379a3cff7fe420bee9100147446c69857fa,10110826,2024-07-07 21:53:55.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,27108547488329,1779084788482,ok,
0xa5faace9dd306d4e026b1ba3eb7cb379a3cff7fe420bee9100147446c69857fa,10110826,2024-07-07 21:53:55.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,27108547488329,1779084788482,ok,
0xa5faace9dd306d4e026b1ba3eb7cb379a3cff7fe420bee9100147446c69857fa,10110826,2024-07-07 21:53:55.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,26107239685274,1779084788482,ok,
0xa5faace9dd306d4e026b1ba3eb7cb379a3cff7fe420bee9100147446c69857fa,10110826,2024-07-07 21:53:55.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xc531eE6b5cc1976E63FDeAbf2B65466D81932ED5,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,26107239685274,1779084788482,ok,
0x05cfe48afc728e3a88f64a86d88b7c68b8a4ef287972a4b4278a1fc4ad7ace48,10115311,2024-07-08 00:23:25.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,57197714935,1917870233696,ok,
0x05cfe48afc728e3a88f64a86d88b7c68b8a4ef287972a4b4278a1fc4ad7ace48,10115311,2024-07-08 00:23:25.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,57197714935,1917870233696,ok,
0x05cfe48afc728e3a88f64a86d88b7c68b8a4ef287972a4b4278a1fc4ad7ace48,10115311,2024-07-08 00:23:25.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,55081983411,1917870233696,ok,
0x05cfe48afc728e3a88f64a86d88b7c68b8a4ef287972a4b4278a1fc4ad7ace48,10115311,2024-07-08 00:23:25.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0D1Ce32357BB10ab80E5651417A16B2Ce470Ebd8,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,55081983411,1917870233696,ok,
0x6ceee43db24b42bbdfe616fada5546400f6598aa827b4fa0fa9a8e4bfb1b09be,10117940,2024-07-08 01:51:03.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,11392523833801,12178251252945,ok,
0x6ceee43db24b42bbdfe616fada5546400f6598aa827b4fa0fa9a8e4bfb1b09be,10117940,2024-07-08 01:51:03.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,11392523833801,12178251252945,ok,
0x6ceee43db24b42bbdfe616fada5546400f6598aa827b4fa0fa9a8e4bfb1b09be,10117940,2024-07-08 01:51:03.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,10970767649962,12178251252945,ok,
0x6ceee43db24b42bbdfe616fada5546400f6598aa827b4fa0fa9a8e4bfb1b09be,10117940,2024-07-08 01:51:03.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x814BE07C8c73E8f16f0CfB2bBe5C42471Ac9665F,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,10970767649962,12178251252945,ok,
0x90f6021c7a471207418317d6bda250059f7ee01babcfee94f459babe92596dc3,10139346,2024-07-08 13:44:35.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,4127321546851,12201475027197,ok,
0x90f6021c7a471207418317d6bda250059f7ee01babcfee94f459babe92596dc3,10139346,2024-07-08 13:44:35.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,4127321546851,12201475027197,ok,
0x90f6021c7a471207418317d6bda250059f7ee01babcfee94f459babe92596dc3,10139346,2024-07-08 13:44:35.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,3973383976776,12201475027197,ok,
0x90f6021c7a471207418317d6bda250059f7ee01babcfee94f459babe92596dc3,10139346,2024-07-08 13:44:35.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x83B148a1671afEefF780fb7fb7765e90F22AACDa,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,3973383976776,12201475027197,ok,
0xceee9559de8981730e8025dbfd4a8481a006688f9ebace16889253199bb80090,10141520,2024-07-08 14:57:03.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,4573161645386,13675947101905,ok,
0xceee9559de8981730e8025dbfd4a8481a006688f9ebace16889253199bb80090,10141520,2024-07-08 14:57:03.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,4573161645386,13675947101905,ok,
0xceee9559de8981730e8025dbfd4a8481a006688f9ebace16889253199bb80090,10141520,2024-07-08 14:57:03.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4402465519206,13675947101905,ok,
0xceee9559de8981730e8025dbfd4a8481a006688f9ebace16889253199bb80090,10141520,2024-07-08 14:57:03.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x2f1C110870BF88809aC82c6cC3a93F3b31831532,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4402465519206,13675947101905,ok,
0xfad4c8bd24e544bd350a6541c55cc7f60b572af1346aa113a75c624c1eb4e5d4,10141836,2024-07-08 15:07:35.000000Z,0x2f1C110870BF88809aC82c6cC3a93F3b31831532,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4402465519206,6735582961586,ok,
0xfad4c8bd24e544bd350a6541c55cc7f60b572af1346aa113a75c624c1eb4e5d4,10141836,2024-07-08 15:07:35.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x0000000000000000000000000000000000000000,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,4402465519206,6735582961586,ok,
0xfad4c8bd24e544bd350a6541c55cc7f60b572af1346aa113a75c624c1eb4e5d4,10141836,2024-07-08 15:07:35.000000Z,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,4573161645385,6735582961586,ok,
0xfad4c8bd24e544bd350a6541c55cc7f60b572af1346aa113a75c624c1eb4e5d4,10141836,2024-07-08 15:07:35.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,4573161645385,6735582961586,ok,
0x6ef15b9028007619b5e9f9371a48704c35c6addd68c450eaca63c2c51d5470a6,10142136,2024-07-08 15:17:35.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,2269841326973,13124155239539,ok,
0x6ef15b9028007619b5e9f9371a48704c35c6addd68c450eaca63c2c51d5470a6,10142136,2024-07-08 15:17:35.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,2269841326973,13124155239539,ok,
0x6ef15b9028007619b5e9f9371a48704c35c6addd68c450eaca63c2c51d5470a6,10142136,2024-07-08 15:17:35.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2185099809169,13124155239539,ok,
0x6ef15b9028007619b5e9f9371a48704c35c6addd68c450eaca63c2c51d5470a6,10142136,2024-07-08 15:17:35.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x2f1C110870BF88809aC82c6cC3a93F3b31831532,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2185099809169,13124155239539,ok,
0xdc262212919384114e2a91f4895fb7be1f8bc5e543300a69d3ce9795d8e345cb,10142172,2024-07-08 15:18:47.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,2292917875081,12698003869553,ok,
0xdc262212919384114e2a91f4895fb7be1f8bc5e543300a69d3ce9795d8e345cb,10142172,2024-07-08 15:18:47.000000Z,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0x19D1F0A1a2FE5807958b34ADBc0d0569A93727C7,0xCc16Bfda354353B2E03214d2715F514706Be044C,OUT,vAMMV2-WETH/USDC,2292917875081,12698003869553,ok,
0xdc262212919384114e2a91f4895fb7be1f8bc5e543300a69d3ce9795d8e345cb,10142172,2024-07-08 15:18:47.000000Z,0x0000000000000000000000000000000000000000,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2207313746165,12698003869553,ok,
0xdc262212919384114e2a91f4895fb7be1f8bc5e543300a69d3ce9795d8e345cb,10142172,2024-07-08 15:18:47.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x2f1C110870BF88809aC82c6cC3a93F3b31831532,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,,mooVelo Mode WETH-USDC,2207313746165,12698003869553,ok,
0xf3c437777ef4e3e48dd2d5b90879720f79c9490db40a039889bf9baef3db0824,10142354,2024-07-08 15:24:51.000000Z,0xf2068e1FE1A80E7f5Ba80D6ABD6e8618aD4E959E,0x42f1A7795083eeE1f804DD4D33C5e69A0F32Bca4,0xCc16Bfda354353B2E03214d2715F514706Be044C,IN,vAMMV2-WETH/USDC,1467376802854,12580879715741,ok,
